"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Licence info","Notes","Fulltext in EPMC?","XML Fulltext?","AAM?","Open Access?","Licence","Licence Source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Compliance Processing Ouptut",
,"PMC3630327",23220237,"10.1016/j.exphem.2012.11.008","Elsevier","Experimental Hematology","0301-472X, 1873-2399","Gene Set Control Analysis (GSCA) predicts haematopoietic control mechanisms from genome-wide transcription factor binding data",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3630327 to PMC3630327

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.exphem.2012.11.008 to 10.1016/j.exphem.2012.11.008

[2016-05-20T11:43:25Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:25Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:25Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:25Z processor] Journal with ISSN 0301-472X,1873-2399 was not found in DOAJ; assuming Hybrid",
,"PMC3655068",23691138,"10.1371/journal.pone.0064011","PLOS","PLOS One","1932-6203","Transcriptional analysis of temporal gene expression in germinating Clostridium difficile 630 endospores",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3655068 to PMC3655068

[2016-05-20T11:39:51Z importer] normalised DOI 10.1371/journal.pone.0064011 to 10.1371/journal.pone.0064011

[2016-05-20T11:43:25Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:25Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:25Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:43:25Z processor] Journal with ISSN 1932-6203 was found in DOAJ; assuming OA",
,"PMC3556781",23022459,"10.1016/j.expneurol.2012.09.007","Elsevier","Experimental Neurology","0014-4886, 1090-2430","ErbB1 epidermal growth factor receptor is a valid target for reducing the effects of multiple inhibitors of axonal regeneration",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3556781 to PMC3556781

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.expneurol.2012.09.007 to 10.1016/j.expneurol.2012.09.007

[2016-05-20T11:43:25Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:25Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:25Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:25Z processor] Journal with ISSN 0014-4886,1090-2430 was not found in DOAJ; assuming Hybrid",
,"PMC3650576",23183165,"10.1016/j.exppara.2012.11.005","Elsevier","Experimental Parasitology","0014-4894, 1090-2449","Development of a multiplex PCR assay for simultaneous detection of Theileria annulata, Babesia bovis and Anaplasma marginale in cattle",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3650576 to PMC3650576

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.exppara.2012.11.005 to 10.1016/j.exppara.2012.11.005

[2016-05-20T11:43:26Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:26Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:26Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:26Z processor] Journal with ISSN 0014-4894,1090-2449 was not found in DOAJ; assuming Hybrid",
,"PMC3659828",23538029,"10.1016/j.exppara.2013.03.017","Elsevier","Experimental Parasitology","0014-4894, 1090-2449","Cell density-dependent ectopic expression in bloodstream form Trypanosoma brucei",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3659828 to PMC3659828

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.exppara.2013.03.017 to 10.1016/j.exppara.2013.03.017

[2016-05-20T11:43:26Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:26Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:26Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:26Z processor] Journal with ISSN 0014-4894,1090-2449 was not found in DOAJ; assuming Hybrid",
,"PMC3476528",22749909,"10.1016/j.febslet.2012.06.017","Elsevier","FEBS Letters","0014-5793, 1873-3468","Concerted action of the PHD, chromo and motor domains regulates the human chromatin remodelling ATPase CHD4.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:51Z importer] normalised PMCID PMC3476528 to PMC3476528

[2016-05-20T11:39:51Z importer] normalised DOI 10.1016/j.febslet.2012.06.017 to 10.1016/j.febslet.2012.06.017

[2016-05-20T11:43:27Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:27Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:27Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:27Z processor] Journal with ISSN 0014-5793,1873-3468 was not found in DOAJ; assuming Hybrid",
,"PMC3884127",22001204,"10.1016/j.febslet.2011.10.008","Elsevier","FEBS Letters","0014-5793, 1873-3468","Ca2+-calmodulin inhibits tail-anchored protein insertion into the mammalian endoplasmic reticulum membrane",,,,,,,,"True","True","False","True","non-standard-licence","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3884127 to PMC3884127

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.febslet.2011.10.008 to 10.1016/j.febslet.2011.10.008

[2016-05-20T11:43:27Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:27Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:27Z processor] Fulltext XML contained licence information, but we could not recognise it as a standard open licence; recording non-standard-licence

[2016-05-20T11:43:27Z processor] Journal with ISSN 0014-5793,1873-3468 was not found in DOAJ; assuming Hybrid",
,"PMC3640159",19945458,"10.1016/j.febslet.2009.11.087","Elsevier","FEBS Letters","0014-5793, 1873-3468","Sialic acids acquired by Pseudomonas aeruginosa are involved in reduced complement deposition and siglec mediated host-cell recognition.",,,,,,,,"True","True","False","True","cc-by-nc-nd","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3640159 to PMC3640159

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.febslet.2009.11.087 to 10.1016/j.febslet.2009.11.087

[2016-05-20T11:43:28Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:28Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:28Z processor] Fulltext XML licence description contains the licence text CC BY-NC-ND which gives us licence type cc-by-nc-nd

[2016-05-20T11:43:28Z processor] Journal with ISSN 0014-5793,1873-3468 was not found in DOAJ; assuming Hybrid",
,"PMC3878766",20043912,"10.1016/j.febslet.2009.12.050","Elsevier","FEBS Letters","0014-5793, 1873-3468","Structural and functional evidence for a substrate exclusion mechanism in mammalian tolloid like-1 (TLL-1) proteinase",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3878766 to PMC3878766

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.febslet.2009.12.050 to 10.1016/j.febslet.2009.12.050

[2016-05-20T11:43:28Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:28Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:28Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:28Z processor] Journal with ISSN 0014-5793,1873-3468 was not found in DOAJ; assuming Hybrid",
,"PMC3655261",23542035,"10.1016/j.febslet.2013.03.025","Elsevier","FEBS Letters","0014-5793, 1873-3468","IFNβ autocrine feedback is required to sustain TLR induced production of MCP-1 in macrophages",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3655261 to PMC3655261

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.febslet.2013.03.025 to 10.1016/j.febslet.2013.03.025

[2016-05-20T11:43:28Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:28Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:28Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:28Z processor] Journal with ISSN 0014-5793,1873-3468 was not found in DOAJ; assuming Hybrid",
,"PMC3668512",23772376,"10.1016/j.fob.2012.12.003","Elsevier","FEBS Open Bio","2211-5463","Crystal structure of human angiogenin with an engineered loop exhibits conformational flexibility at the functional regions of the molecule.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3668512 to PMC3668512

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.fob.2012.12.003 to 10.1016/j.fob.2012.12.003

[2016-05-20T11:43:29Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:29Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:29Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution-NonCommercial which gives us licence type cc-by-nc

[2016-05-20T11:43:29Z processor] Journal with ISSN 2211-5463 was found in DOAJ; assuming OA",
,"PMC3642154",23650598,"10.1016/j.fob.2012.07.003","Elsevier","FEBS Open Bio","2211-5463","CD248 expression on mesenchymal stromal cells is required for post-natal and infection-dependent thymus remodelling and regeneration",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","oa",1,"False","False","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3642154 to PMC3642154

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.fob.2012.07.003 to 10.1016/j.fob.2012.07.003

[2016-05-20T11:43:29Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:29Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:29Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution-NonCommercial which gives us licence type cc-by-nc

[2016-05-20T11:43:29Z processor] Journal with ISSN 2211-5463 was found in DOAJ; assuming OA",
,"PMC3502866",22728052,"10.1016/j.fertnstert.2012.05.035","Elsevier","Fertility and Sterility","0015-0282, 1556-5653","Is early age at menarche a risk factor for endometriosis? A systematic review and meta-analysis of case-control studies.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3502866 to PMC3502866

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.fertnstert.2012.05.035 to 10.1016/j.fertnstert.2012.05.035

[2016-05-20T11:43:30Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:30Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:30Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:30Z processor] Journal with ISSN 0015-0282,1556-5653 was not found in DOAJ; assuming Hybrid",
,"PMC3679489",21718982,"10.1016/j.fertnstert.2011.05.090","Elsevier","Fertility and Sterility","0015-0282, 1556-5653","Impact of endometriosis on quality of life and work productivity: a multicenter study across ten countries.",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3679489 to PMC3679489

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.fertnstert.2011.05.090 to 10.1016/j.fertnstert.2011.05.090

[2016-05-20T11:43:30Z processor] Journal with ISSN 0015-0282,1556-5653 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:48Z oag] PMC3679489 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:10Z oag] 10.1016/j.fertnstert.2011.05.090 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:02:11Z oag] 21718982 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
,"PMC3679490",22657249,"10.1016/j.fertnstert.2012.04.022","Elsevier","Fertility and Sterility","0015-0282, 1556-5653","Developing symptom-based predictive models of endometriosis as a clinical screening tool: results from a multicenter study.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3679490 to PMC3679490

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.fertnstert.2012.04.022 to 10.1016/j.fertnstert.2012.04.022

[2016-05-20T11:43:30Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:30Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:30Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:30Z processor] Journal with ISSN 0015-0282,1556-5653 was not found in DOAJ; assuming Hybrid",
,"PMC3684770",23608463,"10.1016/j.freeradbiomed.2013.04.018","Elsevier","Free Radical and Biology Medicine","0891-5849, 1873-4596","S[+]apomorphine is a CNS penetrating activator of the Nrf2-ARE pathway with activity in mouse and patient fibroblast models of amyotrophic lateral sclerosis",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3684770 to PMC3684770

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.freeradbiomed.2013.04.018 to 10.1016/j.freeradbiomed.2013.04.018

[2016-05-20T11:43:31Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:31Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:31Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:31Z processor] Journal with ISSN 0891-5849,1873-4596 was not found in DOAJ; assuming Hybrid",
,"PMC3605576",22954343,"10.1016/j.funbio.2012.07.004","Elsevier","Fungal Biology","1878-6146","Expression and secretion of Aspergillus fumigatus proteases is regulated in response to different protein substrates",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3605576 to PMC3605576

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.funbio.2012.07.004 to 10.1016/j.funbio.2012.07.004

[2016-05-20T11:43:32Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:32Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:32Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:32Z processor] Journal with ISSN 1878-6146 was not found in DOAJ; assuming Hybrid",
,"PMC3809933",24179477,"10.1016/j.funeco.2013.04.003","Elsevier","Fungal Ecology","1754-5048, 1878-0083","Species-specific PCR to describe local-scale distributions of four cryptic species in the Penicillium chrysogenum complex",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3809933 to PMC3809933

[2016-05-20T11:39:52Z importer] normalised DOI 10.1016/j.funeco.2013.04.003 to 10.1016/j.funeco.2013.04.003

[2016-05-20T11:43:32Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:32Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:32Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:32Z processor] Journal with ISSN 1754-5048,1878-0083 was not found in DOAJ; assuming Hybrid",
,"PMC3507624",21723222,"10.1053/j.gastro.2011.06.057","Elsevier","Gastroenterology","0016-5085, 1528-0012","Intestinal Dendritic Cells Specialize to Activate Transforming Growth Factor-β and Induce Foxp3+ Regulatory T Cells via Integrin αvβ8",,,,,,,,"True","True","False","True","cc-by","epmc_xml","hybrid",1,"True","True","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3507624 to PMC3507624

[2016-05-20T11:39:52Z importer] normalised DOI 10.1053/j.gastro.2011.06.057 to 10.1053/j.gastro.2011.06.057

[2016-05-20T11:43:33Z processor] Found fulltext XML in EPMC

[2016-05-20T11:43:33Z processor] AAM status set from Fulltext XML

[2016-05-20T11:43:33Z processor] Fulltext XML licence description contains the licence text CC BY which gives us licence type cc-by

[2016-05-20T11:43:33Z processor] Journal with ISSN 0016-5085,1528-0012 was not found in DOAJ; assuming Hybrid",
,"PMC3572711",22999960,"10.1053/j.gastro.2012.09.016","Elsevier","Gastroenterology","0016-5085, 1528-0012","Much of the genetic risk of colorectal cancer is likely to be mediated through susceptibility to adenomas",,,,,,,,"True","False","unknown","False","unknown",,"hybrid",1,"False","False","[2016-05-20T11:39:52Z importer] normalised PMCID PMC3572711 to PMC3572711

[2016-05-20T11:39:52Z importer] normalised DOI 10.1053/j.gastro.2012.09.016 to 10.1053/j.gastro.2012.09.016

[2016-05-20T11:43:33Z processor] Journal with ISSN 0016-5085,1528-0012 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:57:46Z oag] PMC3572711 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:00:10Z oag] 10.1053/j.gastro.2012.09.016 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown

[2016-05-20T12:01:31Z oag] 22999960 - a plugin ran and failed to detect a license for this record.  This entry records that the license is therefore unknown",
