Row #,apc_2012_2013_results.csv PMCID,processed_apc_2012_2013.csv PMCID,apc_2012_2013_results.csv PMID,processed_apc_2012_2013.csv PMID,apc_2012_2013_results.csv DOI,processed_apc_2012_2013.csv DOI,apc_2012_2013_results.csv Article title,processed_apc_2012_2013.csv Article title
805,PMC3522679,PMC3474824,23272086,23082118,10.1371/journal.pone.0051042,10.1371/journal.pone.0046256,Validation of Dual Energy X-ray Absorptiometry measures of abdominal fat by comparison with magnetic resonance imaging in an Indian population,Functional Significance of SRJ Domain Mutations in CITED2
806,PMC3757743,PMC3543262,24052943,23326515,10.1016/j.stemcr.2013.03.004,10.1371/journal.pone.0053814,Rebuilding pluripotency from primordial germ cells,Sleep-wake sensitive mechanisms of adenosine release in the Basal forebrain of rodents: an in vitro study
807,PMC3526787,PMC3522679,22819216,23272086,10.1016/j.str.2012.06.011,10.1371/journal.pone.0051042,Structures of lysenin reveal a shared evolutionary origin for pore-forming proteins and its mode of sphingomyelin recognition.,Validation of Dual Energy X-ray Absorptiometry measures of abdominal fat by comparison with magnetic resonance imaging in an Indian population
808,PMC3515553,PMC3757743,23227234,24052943,10.1371/journal.pone.0051084,10.1016/j.stemcr.2013.03.004,Vitamin B-12 status during pregnancy and child’s IQ at age 8: A Mendelian randomization study in the Avon Longitudinal Study of Parents and Children,Rebuilding pluripotency from primordial germ cells
809,PMC3542428,PMC3526787,23245851,22819216,10.1016/j.str.2012.11.003,10.1016/j.str.2012.06.011,Functional Insights from the Crystal Structure of the N-Terminal Domain of the Prototypical Toll Receptor,Structures of lysenin reveal a shared evolutionary origin for pore-forming proteins and its mode of sphingomyelin recognition.
810,PMC3763376,PMC3515553,23911089,23227234,10.1016/j.str.2013.06.022,10.1371/journal.pone.0051084,Redox-linked domain movements in the catalytic cycle of cytochrome P450 reductase,Vitamin B-12 status during pregnancy and child’s IQ at age 8: A Mendelian randomization study in the Avon Longitudinal Study of Parents and Children
811,PMC3651934,PMC3542428,21893284,23245851,10.1016/j.str.2011.07.003,10.1016/j.str.2012.11.003,RNA tertiary interactions in a riboswitch stabilize the structure of a kink turn.,Functional Insights from the Crystal Structure of the N-Terminal Domain of the Prototypical Toll Receptor
812,PMC3664939,PMC3763376,23523427,23911089,10.1016/j.str.2013.02.014,10.1016/j.str.2013.06.022,Structure of the Catalytic Region of DNA Ligase IV in Complex with an Artemis Fragment Sheds Light on Double-Strand Break Repair,Redox-linked domain movements in the catalytic cycle of cytochrome P450 reductase
813,PMC3532161,PMC3651934,23285202,21893284,10.1371/journal.pone.0052851,10.1016/j.str.2011.07.003,High prevalence of Bovine Tuberculosis in Dairy cattle in Central Ethiopia: Implications for the Dai,RNA tertiary interactions in a riboswitch stabilize the structure of a kink turn.
814,PMC3925799,PMC3664939,23845564,23523427,10.1016/j.tics.2013.06.005,10.1016/j.str.2013.02.014,Models of Morality,Structure of the Catalytic Region of DNA Ligase IV in Complex with an Artemis Fragment Sheds Light on Double-Strand Break Repair
815,PMC3814186,PMC3532161,21940062,23285202,10.1016/j.tig.2011.08.002,10.1371/journal.pone.0052851,Epigenetic factors influencing resistance to nuclear reprogramming,High prevalence of Bovine Tuberculosis in Dairy cattle in Central Ethiopia: Implications for the Dai
816,PMC3605582,PMC3925799,23122694,23845564,10.1016/j.tig.2012.10.006,10.1016/j.tics.2013.06.005,Genomic modulators of the immune response.,Models of Morality
817,PMC3491314,PMC3814186,22564248,21940062,10.1016/j.tim.2012.04.005,10.1016/j.tig.2011.08.002,"Evolution of virulence in opportunistic pathogens: generalism, plasticity and control",Epigenetic factors influencing resistance to nuclear reprogramming
818,PMC3569712,PMC3605582,23265842,23122694,10.1016/j.molmed.2012.11.003,10.1016/j.tig.2012.10.006,Exploring the effects of polymorphisms on cis-regulatory signal transduction response,Genomic modulators of the immune response.
819,PMC3794160,PMC3491314,23876426,22564248,10.1016/j.tins.2013.06.006,10.1016/j.tim.2012.04.005,Blurring the boundaries: developmental and activity-dependent determinants of neural circuits,"Evolution of virulence in opportunistic pathogens: generalism, plasticity and control"
820,PMC3824068,PMC3569712,24035135,23265842,10.1016/j.tins.2013.08.001,10.1016/j.molmed.2012.11.003,Cytoplasmic dynein heavy chain: the servant of many masters,Exploring the effects of polymorphisms on cis-regulatory signal transduction response
821,PMC3798095,PMC3794160,22764734,23876426,10.1111/j.1467-789x.2012.01017.x,10.1016/j.tins.2013.06.006,Molecular nexopathies: a new paradigm of neurodegenerative disease,Blurring the boundaries: developmental and activity-dependent determinants of neural circuits
822,PMC3878762,PMC3824068,23465781,24035135,10.1016/j.pt.2013.02.001,10.1016/j.tins.2013.08.001,Schistosomiasis in African infants and preschool children: let them now be treated!,Cytoplasmic dynein heavy chain: the servant of many masters
823,PMC3925801,PMC3798095,23253515,22764734,10.1016/j.pt.2012.10.006,10.1016/j.tins.2013.06.007,The Cindirella Syndrome: Why do malaria-infected cells burst at midnight?,Molecular nexopathies: a new paradigm of neurodegenerative disease
824,PMC3884123,PMC3878762,23415733,23465781,10.1016/j.pt.2013.01.003,10.1016/j.pt.2013.02.001,Infection and treatment immunizations for successful parasite vaccines,Schistosomiasis in African infants and preschool children: let them now be treated!
825,PMC3764335,PMC3925801,23928098,23253515,10.1016/j.pt.2013.07.002,10.1016/j.pt.2012.10.006,Killing them softly: managing pathogen polymorphism and virulence in spatially variable environments.,The Cindirella Syndrome: Why do malaria-infected cells burst at midnight?
826,PMC3491040,PMC3884123,23139789,23415733,10.1371/journal.pone.0048539,10.1016/j.pt.2013.01.003,A heat-shock protein axis regulates VEGFR2 proteolysis blood vessel development and repair,Infection and treatment immunizations for successful parasite vaccines
827,PMC3502435,PMC3764335,23185249,23928098,10.1371/journal.pone.0048173,10.1016/j.pt.2013.07.002,Atypical integration of motion signals in autism spectrum conditions,Killing them softly: managing pathogen polymorphism and virulence in spatially variable environments.
828,PMC3612801,PMC3491040,23386640,23139789,10.1210/jc.2012-3067,10.1371/journal.pone.0048539,"Variations in PROKR2, but not PROK2, are associated with hypopituitarism and septo-optic dysplasia",A heat-shock protein axis regulates VEGFR2 proteolysis blood vessel development and repair
829,PMC3462937,PMC3502435,22802090,23185249,10.1210/jc.2012-1752,10.1371/journal.pone.0048173,A Cross-Sectional Study of the Relationship between Cortical Bone and High-Impact Activity in Young Adult Males and Females,Atypical integration of motion signals in autism spectrum conditions
830,PMC3752522,PMC3612801,23533224,23386640,10.1210/jc.2013-1272,10.1210/jc.2012-3067,Distinct relationships of intramuscular and subcutaneous fat with cortical bone: findings from a cross-sectional study of young adult males and females,"Variations in PROKR2, but not PROK2, are associated with hypopituitarism and septo-optic dysplasia"
831,PMC3507519,PMC3462937,22902539,22802090,10.1210/me.2012-1057,10.1210/jc.2012-1752,Oxytocin-Stimulated NFAT Transcriptional Activation in Human Myometrial Cells,A Cross-Sectional Study of the Relationship between Cortical Bone and High-Impact Activity in Young Adult Males and Females
832,PMC3559699,PMC3752522,23382864,23533224,10.1371/journal.pone.0054004,10.1210/jc.2013-1272,Differential localization of the two T. brucei Poly(A) binding proteins to the nucleus and RNP granules suggests binding to distinct mRNA pools,Distinct relationships of intramuscular and subcutaneous fat with cortical bone: findings from a cross-sectional study of young adult males and females
833,PMC3599069,PMC3507519,23345197,22902539,10.1530/eje-12-0673,10.1210/me.2012-1057,Clinical and Molecular Characterisation of 300 patients with Congenital Hyperinsulinism,Oxytocin-Stimulated NFAT Transcriptional Activation in Human Myometrial Cells
834,PMC3973905,PMC3559699,23792301,23382864,10.1096/fj.12-215533,10.1371/journal.pone.0054004,Asprin-triggered 15-epi lipoxin A4 predicts cyclooxygenase-2 in the lungs of LPS-treated mice but not in the circulation:implications for a clinical test,Differential localization of the two T. brucei Poly(A) binding proteins to the nucleus and RNP granules suggests binding to distinct mRNA pools
835,PMC3509056,PMC3599069,22919070,23345197,10.1096/fj.12-213314,10.1530/EJE-12-0673,Chemically engineering ligand selectivity at the free fatty acid receptor 2 based on pharmacological variation between species orthologs,Clinical and Molecular Characterisation of 300 patients with Congenital Hyperinsulinism
836,PMC3574292,PMC3973905,23195034,23792301,10.1096/fj.12-218990,10.1096/fj.12-215533,Flavones induce neutrophil apoptosis by down-regulation of Mcl-1 via a proteasomal-dependent pathway.,Asprin-triggered 15-epi lipoxin A4 predicts cyclooxygenase-2 in the lungs of LPS-treated mice but not in the circulation:implications for a clinical test
837,PMC3633812,PMC3509056,23371065,22919070,10.1096/fj.12-219964,10.1096/fj.12-213314,"Production, characterization, and antigen specificity of recombinant 62-71-3, a candidate monoclonal antibody for rabies rpophylasis in humans",Chemically engineering ligand selectivity at the free fatty acid receptor 2 based on pharmacological variation between species orthologs
838,PMC4194632,PMC3574292,23682122,23195034,10.1096/fj.12-223842,10.1096/fj.12-218990,Dysfunction of the autophagy/lysosomal degradation pathway is a shared feature of the genetic synucleinopathies,Flavones induce neutrophil apoptosis by down-regulation of Mcl-1 via a proteasomal-dependent pathway.
839,PMC3606528,PMC3633812,23303209,23371065,10.1096/fj.12-219105,10.1096/fj.12-219964,11β-hydroxysteroid dehydrogenase type 1 deficiency in bone marrow-derived cells reduces atherosclerosis,"Production, characterization, and antigen specificity of recombinant 62-71-3, a candidate monoclonal antibody for rabies rpophylasis in humans"
840,PMC3583845,PMC4194632,23118027,23682122,10.1096/fj.12-209445,10.1096/fj.12-223842,"Designing a theory-informed, contextually appropriate intervention strategy to improve delivery of pediatric services in Kenyan hospitals.",Dysfunction of the autophagy/lysosomal degradation pathway is a shared feature of the genetic synucleinopathies
841,PMC3834776,PMC3606528,23982145,23303209,10.1096/fj.13-232918,10.1096/fj.12-219105,The CB1 receptor mediates the peripheral effects of ghrelin on AMPK activity but not on growth hormone release,11β-hydroxysteroid dehydrogenase type 1 deficiency in bone marrow-derived cells reduces atherosclerosis
842,PMC3819510,PMC3583845,23825230,23118027,10.1096/fj.13-230441,10.1096/fj.12-209445,Endothelial cell junctional adhesion molecule plays a key role in the development of tumours in a murine model…,The immunoglobulin domain of the sodium channel β3 subunit contains a surface-localized disulfide bond that is required for homophilic binding
843,PMC3767752,PMC3834776,23335053,23982145,10.1096/fj.12-222588,10.1096/fj.13-232918,The cellular prion protein traps Alzheimer's Alpha? In an oligomeric form and disassembles amyloid fibers,The CB1 receptor mediates the peripheral effects of ghrelin on AMPK activity but not on growth hormone release
844,PMC3685014,PMC3819510,23667167,23825230,10.1189/jlb.0113040,10.1096/fj.13-230441,Autofluoresence-based sorting: rapid and non-perturbing isolation of ultra-pure neutrophils to determine cytokine production,Endothelial cell junctional adhesion molecule plays a key role in the development of tumours in a murine model…
845,PMC3513842,PMC3767752,22750516,23335053,10.1096/fj.12-205211,10.1096/fj.12-222588,Epididymal protein Rnase10 is required for post-testicular sperm maturation and male fertility,The cellular prion protein traps Alzheimer's Alpha? In an oligomeric form and disassembles amyloid fibers
846,PMC3487588,PMC3685014,22419580,23667167,10.3324/haematol.2011.060822,10.1189/jlb.0113040,"Production of the effector cytokine interleukin-17, rather than interferon-y, is more strongly asociated with autoimmune hemolytic anaemia",Autofluoresence-based sorting: rapid and non-perturbing isolation of ultra-pure neutrophils to determine cytokine production
847,PMC3659926,PMC3513842,22899577,22750516,10.3324/haematol.2012.071068,10.1096/fj.12-205211,Mutations in the telomere capping complex in bone marrow failure and related syndromes,Epididymal protein Rnase10 is required for post-testicular sperm maturation and male fertility
848,PMC3557262,PMC3487588,23383137,22419580,10.1371/journal.pone.0055284,10.3324/haematol.2011.060822,Insights into the pathogenesis of enteropathogenic E.coli using improved intestinal enterocyte model,"Production of the effector cytokine interleukin-17, rather than interferon-y, is more strongly asociated with autoimmune hemolytic anaemia"
849,PMC3498109,PMC3659926,23166662,22899577,10.1371/journal.pone.0049407,10.3324/haematol.2012.071068,Fetal alcohol exposure and IQ at age 8: Evidence from a population-based birth-cohort study,Mutations in the telomere capping complex in bone marrow failure and related syndromes
850,PMC3827131,PMC3557262,24265795,23383137,10.1371/journal.pone.0080077,10.1371/journal.pone.0055284,Protein interactions in Xenopus germ plasm RNP particles,Insights into the pathogenesis of enteropathogenic E.coli using improved intestinal enterocyte model
851,PMC3443216,PMC3498109,23024814,23166662,10.1371/journal.pone.0045295,10.1371/journal.pone.0049407,Meta-analysis of the relationship between multiple sclerosis and migraine,Fetal alcohol exposure and IQ at age 8: Evidence from a population-based birth-cohort study
852,PMC3586169,PMC3827131,23400772,24265795,10.1007/s13361-012-0544-2,10.1371/journal.pone.0080077,Cloned Defective Interfering Influenza Virus Protects Ferrets from Pandemic 2009 Influenza A Virus and Allows Protective Immunity to Be Established,Protein interactions in Xenopus germ plasm RNP particles
853,PMC3517619,PMC3443216,23236374,23024814,10.1371/journal.pone.0050442,10.1371/journal.pone.0045295,"HCN1 and HCN2 in Rat DRG Neurons: Levels in Nociceptors and Non-Nociceptors, NT3-Dependence and Influence of CFA-Induced Skin Inflammation on HCN2 and NT3 Expression",Meta-analysis of the relationship between multiple sclerosis and migraine
854,PMC3556037,PMC3586169,23372785,23400772,10.1371/journal.pone.0054877,10.1371/journal.pone.0049394,"Stimulation of inositol 1,4,5-triphosphate (IP3) receptors by analogues of IP3",Cloned Defective Interfering Influenza Virus Protects Ferrets from Pandemic 2009 Influenza A Virus and Allows Protective Immunity to Be Established
855,PMC3706538,PMC3517619,23874443,23236374,10.1371/journal.pone.0067763,10.1371/journal.pone.0050442,"Household transmission of rotavirus in a community with rotvirus vaccination in Quininde, Ecuador","HCN1 and HCN2 in Rat DRG Neurons: Levels in Nociceptors and Non-Nociceptors, NT3-Dependence and Influence of CFA-Induced Skin Inflammation on HCN2 and NT3 Expression"
856,PMC3647051,PMC3556037,23667472,23372785,10.1371/journal.pone.0062369,10.1371/journal.pone.0054877,"Historical Zoonoses and Other Changes in Host Tropism of Staphylococcus aureus, Identified by Phylogenetic Analysis of a Population Dataset","Stimulation of inositol 1,4,5-triphosphate (IP3) receptors by analogues of IP3"
857,PMC3720585,PMC3706538,23935964,23874443,10.1371/journal.pone.0069246,10.1371/journal.pone.0067763,lung macrophages contribute to house dust mite driven airway remodelling via HIF-1a,"Household transmission of rotavirus in a community with rotvirus vaccination in Quininde, Ecuador"
